PurchaseID,Date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35
333,6/19/2000,individual meals,bagels,waffles,ketchup,sandwich loaves,spaghetti sauce,sandwich bags,soda,milk,sandwich bags,yogurt,cereals,toilet paper,ice cream,juice,fruits,poultry,,,,,,,,,,,,,,,,,,
334,6/19/2000,individual meals,mixes,sugar,sandwich loaves,sandwich loaves,hand soap,sandwich bags,soda,vegetables,individual meals,vegetables,eggs,paper towels,pasta,vegetables,milk,all- purpose,aluminum foil,shampoo,paper towels,sugar,ice cream,pasta,eggs,soap,milk,beef,sugar,dishwashing liquid/detergent,vegetables,bagels,mixes,sugar,,
335,6/19/2000,cereals,bagels,flour,ice cream,pork,toilet paper,waffles,toilet paper,yogurt,sandwich loaves,eggs,soap,cheeses,sugar,cheeses,fruits,sugar,pasta,aluminum foil,sandwich loaves,aluminum foil,pasta,aluminum foil,beef,pasta,spaghetti sauce,poultry,juice,pork,,,,,,
336,6/20/2000,lunch meat,sugar,shampoo,yogurt,vegetables,flour,hand soap,juice,yogurt,pasta,poultry,vegetables,shampoo,sugar,dinner rolls,waffles,beef,beef,spaghetti sauce,,,,,,,,,,,,,,,,
337,6/21/2000,toilet paper,juice,aluminum foil,paper towels,coffee/tea,individual meals,cereals,shampoo,vegetables,beef,cheeses,individual meals,bagels,sandwich loaves,aluminum foil,flour,vegetables,dishwashing liquid/detergent,lunch meat,sugar,all- purpose,flour,yogurt,bagels,individual meals,tortillas,individual meals,,,,,,,,
338,6/21/2000,lunch meat,pork,individual meals,aluminum foil,individual meals,cereals,aluminum foil,ice cream,ice cream,dinner rolls,fruits,poultry,laundry detergent,spaghetti sauce,poultry,coffee/tea,individual meals,dinner rolls,ice cream,,,,,,,,,,,,,,,,
339,6/22/2000,butter,pork,shampoo,waffles,vegetables,vegetables,dinner rolls,spaghetti sauce,fruits,juice,sandwich loaves,butter,butter,lunch meat,beef,vegetables,waffles,yogurt,,,,,,,,,,,,,,,,,
340,6/22/2000,vegetables,milk,ice cream,flour,sandwich loaves,shampoo,sandwich bags,flour,bagels,butter,ketchup,lunch meat,vegetables,individual meals,cheeses,,,,,,,,,,,,,,,,,,,,
341,6/23/2000,all- purpose,cereals,hand soap,cheeses,pasta,milk,vegetables,mixes,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,6/24/2000,sandwich loaves,butter,eggs,hand soap,beef,vegetables,cereals,vegetables,vegetables,coffee/tea,yogurt,vegetables,individual meals,mixes,toilet paper,laundry detergent,,,,,,,,,,,,,,,,,,,
343,6/25/2000,cereals,mixes,toilet paper,pasta,shampoo,waffles,flour,sandwich loaves,beef,dinner rolls,soda,soap,ketchup,waffles,pork,coffee/tea,flour,flour,aluminum foil,dishwashing liquid/detergent,pork,bagels,pork,cheeses,vegetables,juice,dinner rolls,sugar,laundry detergent,,,,,,
344,6/26/2000,dishwashing liquid/detergent,poultry,cheeses,tortillas,all- purpose,all- purpose,bagels,cereals,sandwich bags,milk,flour,,,,,,,,,,,,,,,,,,,,,,,,
345,6/26/2000,coffee/tea,ice cream,poultry,cereals,flour,eggs,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,6/26/2000,all- purpose,shampoo,individual meals,pork,aluminum foil,tortillas,aluminum foil,sugar,soda,aluminum foil,poultry,juice,fruits,,,,,,,,,,,,,,,,,,,,,,
347,6/27/2000,tortillas,poultry,soap,flour,yogurt,milk,laundry detergent,cereals,soap,coffee/tea,sugar,soap,poultry,soda,pasta,cereals,toilet paper,,,,,,,,,,,,,,,,,,
348,6/28/2000,lunch meat,flour,hand soap,butter,yogurt,fruits,vegetables,cheeses,sandwich bags,sandwich loaves,butter,sandwich bags,tortillas,individual meals,soda,aluminum foil,waffles,sugar,dinner rolls,tortillas,tortillas,,,,,,,,,,,,,,
349,6/28/2000,spaghetti sauce,soda,fruits,beef,lunch meat,sandwich bags,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,6/29/2000,waffles,soda,flour,mixes,milk,tortillas,shampoo,toilet paper,ice cream,soda,toilet paper,lunch meat,juice,vegetables,yogurt,poultry,sandwich bags,soda,milk,beef,juice,coffee/tea,vegetables,juice,ice cream,ice cream,,,,,,,,,
351,6/29/2000,aluminum foil,sugar,dinner rolls,spaghetti sauce,tortillas,tortillas,mixes,lunch meat,beef,bagels,all- purpose,tortillas,pork,toilet paper,vegetables,individual meals,poultry,soap,shampoo,waffles,fruits,laundry detergent,,,,,,,,,,,,,
352,6/29/2000,laundry detergent,mixes,beef,lunch meat,paper towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,6/30/2000,sandwich bags,soda,juice,pasta,ice cream,hand soap,milk,vegetables,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,
354,7/1/2000,pork,ketchup,laundry detergent,dishwashing liquid/detergent,aluminum foil,coffee/tea,pork,tortillas,soap,poultry,hand soap,pasta,milk,sandwich bags,sandwich loaves,all- purpose,fruits,soda,pork,milk,spaghetti sauce,soda,dinner rolls,lunch meat,,,,,,,,,,,
355,7/2/2000,lunch meat,waffles,lunch meat,poultry,coffee/tea,dinner rolls,lunch meat,poultry,vegetables,dishwashing liquid/detergent,laundry detergent,mixes,toilet paper,ice cream,,,,,,,,,,,,,,,,,,,,,
356,7/2/2000,cheeses,cereals,sandwich bags,toilet paper,sugar,sandwich loaves,ketchup,sugar,soda,butter,milk,sandwich loaves,shampoo,sandwich bags,milk,fruits,cheeses,spaghetti sauce,paper towels,,,,,,,,,,,,,,,,
357,7/3/2000,coffee/tea,beef,cheeses,poultry,yogurt,hand soap,sandwich loaves,cheeses,individual meals,dinner rolls,soap,lunch meat,pork,mixes,shampoo,soap,vegetables,shampoo,eggs,sugar,vegetables,waffles,aluminum foil,sugar,dishwashing liquid/detergent,coffee/tea,juice,toilet paper,shampoo,,,,,,
358,7/4/2000,individual meals,shampoo,sandwich bags,hand soap,flour,mixes,soap,eggs,coffee/tea,ice cream,pasta,,,,,,,,,,,,,,,,,,,,,,,,
359,7/4/2000,cheeses,vegetables,mixes,shampoo,vegetables,aluminum foil,fruits,vegetables,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,
360,7/4/2000,vegetables,dishwashing liquid/detergent,fruits,individual meals,mixes,laundry detergent,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,7/4/2000,spaghetti sauce,aluminum foil,fruits,individual meals,vegetables,laundry detergent,juice,all- purpose,vegetables,sugar,spaghetti sauce,lunch meat,ice cream,pasta,,,,,,,,,,,,,,,,,,,,,
362,7/4/2000,yogurt,vegetables,butter,toilet paper,ketchup,waffles,soap,aluminum foil,coffee/tea,mixes,vegetables,pasta,flour,,,,,,,,,,,,,,,,,,,,,,
363,7/4/2000,vegetables,mixes,cheeses,tortillas,ice cream,vegetables,dishwashing liquid/detergent,vegetables,beef,flour,vegetables,hand soap,paper towels,hand soap,sugar,aluminum foil,ketchup,laundry detergent,bagels,hand soap,dinner rolls,ketchup,dinner rolls,,,,,,,,,,,,
364,7/4/2000,sandwich bags,poultry,tortillas,eggs,cereals,poultry,fruits,dinner rolls,sandwich bags,tortillas,laundry detergent,all- purpose,lunch meat,sandwich loaves,pasta,individual meals,ice cream,pasta,vegetables,butter,yogurt,dishwashing liquid/detergent,individual meals,individual meals,hand soap,sandwich loaves,mixes,bagels,flour,lunch meat,vegetables,soda,laundry detergent,,
365,7/5/2000,juice,bagels,mixes,vegetables,fruits,vegetables,paper towels,milk,spaghetti sauce,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
366,7/5/2000,coffee/tea,ketchup,tortillas,vegetables,eggs,all- purpose,sandwich bags,soda,yogurt,sandwich loaves,pasta,fruits,milk,aluminum foil,tortillas,mixes,pasta,vegetables,waffles,poultry,ketchup,paper towels,sandwich bags,soap,lunch meat,milk,poultry,eggs,ketchup,ice cream,pork,all- purpose,aluminum foil,lunch meat,
367,7/6/2000,aluminum foil,vegetables,hand soap,milk,mixes,tortillas,flour,lunch meat,sandwich bags,butter,hand soap,,,,,,,,,,,,,,,,,,,,,,,,
368,7/7/2000,vegetables,poultry,individual meals,laundry detergent,shampoo,all- purpose,vegetables,fruits,dinner rolls,beef,shampoo,milk,mixes,cereals,ice cream,fruits,,,,,,,,,,,,,,,,,,,
369,7/8/2000,flour,pork,hand soap,bagels,lunch meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,7/8/2000,sugar,pasta,spaghetti sauce,waffles,beef,butter,ice cream,sandwich loaves,tortillas,beef,butter,all- purpose,vegetables,cereals,fruits,coffee/tea,cereals,coffee/tea,soap,,,,,,,,,,,,,,,,
371,7/8/2000,vegetables,shampoo,juice,vegetables,vegetables,laundry detergent,ice cream,sandwich bags,beef,lunch meat,spaghetti sauce,,,,,,,,,,,,,,,,,,,,,,,,
372,7/9/2000,vegetables,sugar,soda,sandwich bags,milk,ice cream,milk,soda,eggs,cereals,poultry,beef,,,,,,,,,,,,,,,,,,,,,,,
373,7/10/2000,fruits,hand soap,beef,cereals,mixes,milk,dinner rolls,mixes,dishwashing liquid/detergent,,,,,,,,,,,,,,,,,,,,,,,,,,
374,7/11/2000,soda,cereals,individual meals,dishwashing liquid/detergent,ice cream,spaghetti sauce,ketchup,individual meals,cheeses,,,,,,,,,,,,,,,,,,,,,,,,,,
375,7/12/2000,ketchup,coffee/tea,eggs,spaghetti sauce,pasta,tortillas,paper towels,dishwashing liquid/detergent,ketchup,ketchup,butter,bagels,soap,vegetables,waffles,laundry detergent,eggs,cheeses,cheeses,dinner rolls,paper towels,mixes,toilet paper,laundry detergent,bagels,individual meals,,,,,,,,,
376,7/13/2000,dishwashing liquid/detergent,sandwich loaves,juice,waffles,juice,flour,yogurt,pasta,butter,pork,eggs,vegetables,butter,sandwich bags,coffee/tea,poultry,sandwich bags,ketchup,fruits,milk,flour,fruits,ketchup,yogurt,lunch meat,,,,,,,,,,
377,7/14/2000,eggs,soap,lunch meat,pasta,ketchup,laundry detergent,vegetables,coffee/tea,ice cream,coffee/tea,waffles,hand soap,milk,milk,tortillas,pork,vegetables,bagels,shampoo,ice cream,vegetables,dishwashing liquid/detergent,juice,cereals,tortillas,soap,dinner rolls,soda,dishwashing liquid/detergent,beef,,,,,
378,7/14/2000,milk,yogurt,poultry,pasta,vegetables,bagels,pork,mixes,coffee/tea,cheeses,flour,dinner rolls,juice,spaghetti sauce,ketchup,shampoo,dishwashing liquid/detergent,laundry detergent,cereals,,,,,,,,,,,,,,,,
379,7/14/2000,vegetables,pasta,dishwashing liquid/detergent,cereals,paper towels,shampoo,flour,hand soap,dinner rolls,cereals,paper towels,soap,vegetables,fruits,tortillas,toilet paper,toilet paper,cheeses,flour,mixes,eggs,,,,,,,,,,,,,,
380,7/14/2000,dinner rolls,tortillas,dishwashing liquid/detergent,vegetables,bagels,shampoo,butter,juice,bagels,vegetables,flour,dinner rolls,individual meals,bagels,shampoo,flour,dishwashing liquid/detergent,soda,soda,aluminum foil,vegetables,milk,laundry detergent,,,,,,,,,,,,
381,7/14/2000,ice cream,paper towels,paper towels,soap,ice cream,coffee/tea,flour,sandwich bags,spaghetti sauce,lunch meat,hand soap,toilet paper,toilet paper,,,,,,,,,,,,,,,,,,,,,,
382,7/14/2000,eggs,individual meals,dishwashing liquid/detergent,lunch meat,yogurt,cereals,cereals,vegetables,hand soap,hand soap,spaghetti sauce,beef,sugar,vegetables,tortillas,,,,,,,,,,,,,,,,,,,,
383,7/15/2000,flour,aluminum foil,aluminum foil,aluminum foil,eggs,tortillas,dishwashing liquid/detergent,pasta,shampoo,vegetables,bagels,sandwich loaves,pork,toilet paper,all- purpose,,,,,,,,,,,,,,,,,,,,
384,7/15/2000,all- purpose,soap,ketchup,soda,soap,pork,individual meals,flour,yogurt,coffee/tea,ketchup,dinner rolls,beef,waffles,aluminum foil,soda,shampoo,beef,flour,beef,,,,,,,,,,,,,,,
385,7/15/2000,dinner rolls,laundry detergent,aluminum foil,lunch meat,milk,shampoo,flour,all- purpose,ketchup,soap,shampoo,mixes,bagels,toilet paper,flour,cereals,pork,sugar,dinner rolls,beef,eggs,tortillas,soda,flour,lunch meat,paper towels,beef,pork,cereals,flour,ketchup,vegetables,vegetables,mixes,
386,7/15/2000,dishwashing liquid/detergent,aluminum foil,mixes,aluminum foil,cheeses,laundry detergent,poultry,mixes,flour,cheeses,dishwashing liquid/detergent,yogurt,cheeses,vegetables,poultry,eggs,pork,vegetables,poultry,aluminum foil,cereals,coffee/tea,cereals,coffee/tea,fruits,juice,cheeses,,,,,,,,
387,7/16/2000,tortillas,laundry detergent,poultry,milk,juice,vegetables,poultry,flour,beef,ice cream,pasta,sandwich loaves,paper towels,pasta,cereals,shampoo,sugar,paper towels,ketchup,fruits,soap,eggs,flour,vegetables,dinner rolls,ice cream,shampoo,tortillas,paper towels,soap,vegetables,vegetables,flour,,
388,7/17/2000,waffles,pork,lunch meat,pork,soap,waffles,sandwich loaves,waffles,pasta,lunch meat,cheeses,sandwich loaves,soda,flour,flour,vegetables,pork,butter,dinner rolls,fruits,vegetables,coffee/tea,cereals,dishwashing liquid/detergent,fruits,sandwich bags,soda,ice cream,sandwich bags,sugar,vegetables,,,,
389,7/18/2000,yogurt,beef,yogurt,ketchup,lunch meat,lunch meat,vegetables,mixes,sandwich bags,fruits,yogurt,fruits,,,,,,,,,,,,,,,,,,,,,,,
390,7/19/2000,poultry,sandwich bags,flour,lunch meat,beef,aluminum foil,toilet paper,mixes,dinner rolls,soap,ice cream,sandwich loaves,vegetables,toilet paper,sandwich loaves,paper towels,lunch meat,,,,,,,,,,,,,,,,,,
391,7/20/2000,paper towels,fruits,eggs,mixes,mixes,dishwashing liquid/detergent,lunch meat,soda,fruits,spaghetti sauce,ice cream,pasta,ketchup,pasta,,,,,,,,,,,,,,,,,,,,,
392,7/20/2000,aluminum foil,soap,aluminum foil,milk,butter,vegetables,cereals,milk,mixes,toilet paper,milk,milk,butter,juice,,,,,,,,,,,,,,,,,,,,,
393,7/20/2000,beef,aluminum foil,soda,paper towels,vegetables,aluminum foil,yogurt,vegetables,individual meals,lunch meat,flour,vegetables,eggs,,,,,,,,,,,,,,,,,,,,,,
394,7/21/2000,soda,sugar,vegetables,paper towels,pasta,dinner rolls,soap,aluminum foil,ketchup,spaghetti sauce,vegetables,vegetables,yogurt,vegetables,lunch meat,sugar,tortillas,ice cream,,,,,,,,,,,,,,,,,
395,7/21/2000,vegetables,ketchup,flour,spaghetti sauce,flour,bagels,pasta,cheeses,sandwich loaves,dinner rolls,tortillas,soda,soda,individual meals,toilet paper,cheeses,ketchup,cheeses,milk,vegetables,poultry,dinner rolls,mixes,,,,,,,,,,,,
396,7/21/2000,flour,ketchup,flour,coffee/tea,tortillas,toilet paper,vegetables,vegetables,shampoo,yogurt,pork,poultry,lunch meat,ketchup,poultry,paper towels,spaghetti sauce,all- purpose,soda,dinner rolls,hand soap,pasta,sugar,shampoo,,,,,,,,,,,
397,7/21/2000,pasta,spaghetti sauce,vegetables,flour,milk,butter,butter,hand soap,toilet paper,ice cream,spaghetti sauce,mixes,juice,pasta,tortillas,sandwich bags,mixes,waffles,flour,cheeses,cheeses,pork,juice,,,,,,,,,,,,
398,7/21/2000,tortillas,butter,spaghetti sauce,eggs,toilet paper,tortillas,flour,all- purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,7/22/2000,juice,pasta,vegetables,vegetables,lunch meat,shampoo,soap,milk,aluminum foil,ketchup,eggs,lunch meat,toilet paper,milk,sandwich loaves,cheeses,flour,ice cream,waffles,all- purpose,waffles,flour,spaghetti sauce,coffee/tea,flour,aluminum foil,eggs,toilet paper,yogurt,yogurt,milk,soda,juice,,
400,7/22/2000,lunch meat,butter,eggs,poultry,all- purpose,lunch meat,juice,pasta,dishwashing liquid/detergent,aluminum foil,soda,milk,cheeses,laundry detergent,soap,paper towels,poultry,juice,shampoo,juice,ketchup,hand soap,fruits,vegetables,all- purpose,hand soap,mixes,lunch meat,vegetables,,,,,,
401,7/23/2000,milk,sandwich bags,laundry detergent,lunch meat,vegetables,dishwashing liquid/detergent,all- purpose,butter,aluminum foil,paper towels,sandwich loaves,lunch meat,ketchup,milk,waffles,pork,vegetables,soap,soda,vegetables,waffles,individual meals,spaghetti sauce,tortillas,,,,,,,,,,,
402,7/24/2000,cheeses,mixes,dinner rolls,cereals,ice cream,toilet paper,eggs,sandwich bags,yogurt,soda,sandwich bags,hand soap,dishwashing liquid/detergent,soda,waffles,spaghetti sauce,butter,pork,flour,tortillas,pasta,coffee/tea,,,,,,,,,,,,,
403,7/25/2000,eggs,cheeses,vegetables,juice,coffee/tea,laundry detergent,sandwich loaves,shampoo,soda,toilet paper,eggs,coffee/tea,individual meals,butter,poultry,tortillas,shampoo,milk,sandwich bags,spaghetti sauce,toilet paper,milk,ice cream,sugar,coffee/tea,vegetables,fruits,vegetables,,,,,,,
404,7/25/2000,shampoo,juice,cereals,lunch meat,coffee/tea,cereals,soda,lunch meat,soap,dishwashing liquid/detergent,mixes,sandwich bags,poultry,shampoo,waffles,ketchup,coffee/tea,soda,dinner rolls,poultry,coffee/tea,vegetables,poultry,shampoo,lunch meat,hand soap,tortillas,spaghetti sauce,sugar,,,,,,
405,7/25/2000,hand soap,spaghetti sauce,all- purpose,dinner rolls,yogurt,pasta,vegetables,beef,pork,aluminum foil,soda,ketchup,,,,,,,,,,,,,,,,,,,,,,,
406,7/26/2000,pasta,yogurt,hand soap,vegetables,coffee/tea,dinner rolls,individual meals,dinner rolls,eggs,flour,pork,tortillas,all- purpose,coffee/tea,cheeses,pork,ketchup,yogurt,poultry,pork,,,,,,,,,,,,,,,
407,7/26/2000,sandwich loaves,bagels,tortillas,vegetables,vegetables,waffles,coffee/tea,hand soap,lunch meat,pork,mixes,vegetables,tortillas,aluminum foil,,,,,,,,,,,,,,,,,,,,,
408,7/27/2000,hand soap,vegetables,vegetables,sandwich bags,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,7/27/2000,hand soap,spaghetti sauce,laundry detergent,beef,sugar,sandwich loaves,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,7/28/2000,flour,vegetables,shampoo,ice cream,coffee/tea,bagels,vegetables,sandwich loaves,toilet paper,all- purpose,mixes,,,,,,,,,,,,,,,,,,,,,,,,
411,7/28/2000,cereals,yogurt,paper towels,cereals,vegetables,aluminum foil,dishwashing liquid/detergent,aluminum foil,tortillas,beef,sandwich bags,laundry detergent,laundry detergent,sandwich bags,cheeses,aluminum foil,paper towels,fruits,sugar,all- purpose,milk,ice cream,pasta,cheeses,fruits,butter,,,,,,,,,
412,7/29/2000,juice,spaghetti sauce,tortillas,bagels,vegetables,vegetables,vegetables,pork,toilet paper,tortillas,lunch meat,butter,paper towels,bagels,tortillas,pork,juice,sandwich bags,,,,,,,,,,,,,,,,,
413,7/30/2000,eggs,mixes,shampoo,ketchup,all- purpose,sugar,dinner rolls,soap,pork,cereals,dishwashing liquid/detergent,sandwich loaves,hand soap,vegetables,,,,,,,,,,,,,,,,,,,,,
414,7/30/2000,flour,shampoo,ice cream,lunch meat,soap,ice cream,poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,7/31/2000,dinner rolls,fruits,flour,coffee/tea,laundry detergent,vegetables,mixes,dinner rolls,yogurt,bagels,laundry detergent,beef,shampoo,sugar,ketchup,ice cream,sandwich loaves,toilet paper,soda,sandwich bags,,,,,,,,,,,,,,,
416,8/1/2000,dinner rolls,vegetables,sugar,sandwich bags,ice cream,cereals,laundry detergent,butter,waffles,soap,laundry detergent,soap,sugar,,,,,,,,,,,,,,,,,,,,,,
417,8/2/2000,individual meals,aluminum foil,beef,vegetables,butter,pasta,fruits,juice,milk,all- purpose,eggs,bagels,soda,laundry detergent,dinner rolls,cereals,fruits,beef,flour,butter,milk,cereals,spaghetti sauce,spaghetti sauce,waffles,cereals,all- purpose,waffles,cereals,eggs,tortillas,,,,
418,8/2/2000,flour,cereals,lunch meat,sugar,cereals,juice,cereals,poultry,ketchup,dinner rolls,vegetables,toilet paper,cereals,mixes,waffles,tortillas,laundry detergent,waffles,flour,juice,mixes,individual meals,yogurt,,,,,,,,,,,,
419,8/2/2000,tortillas,individual meals,sandwich loaves,toilet paper,waffles,toilet paper,vegetables,ice cream,ice cream,sugar,vegetables,cheeses,dinner rolls,vegetables,shampoo,soap,butter,fruits,hand soap,butter,butter,,,,,,,,,,,,,,
420,8/2/2000,flour,bagels,toilet paper,lunch meat,bagels,eggs,sandwich bags,dishwashing liquid/detergent,mixes,laundry detergent,pasta,individual meals,cheeses,cereals,tortillas,pork,toilet paper,coffee/tea,vegetables,tortillas,ice cream,paper towels,,,,,,,,,,,,,
421,8/3/2000,soda,vegetables,individual meals,waffles,lunch meat,cereals,soda,yogurt,hand soap,cheeses,coffee/tea,,,,,,,,,,,,,,,,,,,,,,,,
422,8/4/2000,sandwich bags,dishwashing liquid/detergent,laundry detergent,mixes,ice cream,aluminum foil,fruits,hand soap,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,
423,8/5/2000,ice cream,milk,lunch meat,shampoo,juice,waffles,butter,cereals,flour,milk,vegetables,vegetables,lunch meat,sandwich bags,eggs,sandwich bags,toilet paper,eggs,vegetables,yogurt,waffles,butter,waffles,individual meals,flour,soda,soap,juice,,,,,,,
424,8/5/2000,spaghetti sauce,bagels,beef,ice cream,sandwich bags,coffee/tea,yogurt,poultry,coffee/tea,soap,dinner rolls,cereals,tortillas,aluminum foil,pork,flour,dishwashing liquid/detergent,aluminum foil,vegetables,individual meals,sandwich loaves,toilet paper,all- purpose,fruits,all- purpose,cheeses,shampoo,aluminum foil,ice cream,dishwashing liquid/detergent,individual meals,,,,
425,8/5/2000,waffles,shampoo,ice cream,dishwashing liquid/detergent,milk,ice cream,vegetables,beef,milk,beef,waffles,ketchup,mixes,all- purpose,laundry detergent,bagels,yogurt,aluminum foil,laundry detergent,cereals,,,,,,,,,,,,,,,
426,8/5/2000,toilet paper,paper towels,all- purpose,individual meals,cereals,juice,hand soap,poultry,paper towels,pork,ice cream,butter,all- purpose,butter,aluminum foil,eggs,toilet paper,vegetables,mixes,ice cream,shampoo,poultry,vegetables,beef,vegetables,laundry detergent,soap,lunch meat,ketchup,coffee/tea,tortillas,hand soap,milk,paper towels,
427,8/5/2000,beef,dishwashing liquid/detergent,lunch meat,ketchup,pasta,waffles,fruits,coffee/tea,spaghetti sauce,toilet paper,beef,dinner rolls,,,,,,,,,,,,,,,,,,,,,,,
